restaurantID,cuisineName
18246068,Bakery
18246068,Desserts
304564,StreetFood
304564,Mithai
312265,NorthIndian
312265,Chinese
312265,Mughlai
18378807,NorthIndian
18205653,Juices
18458345,NorthIndian
311428,Bakery
311428,Desserts
18435818,Biryani
313316,NorthIndian
313316,SouthIndian
313316,FastFood
313316,StreetFood
313316,Chinese
313316,Beverages
313316,Desserts
313316,Mithai
7528,NorthIndian
7528,Mughlai
1216,Chinese
1216,Thai
1216,Malaysian
1216,Indonesian
305662,NorthIndian
305662,Mughlai
305662,Biryani
305792,FastFood
305792,NorthIndian
305792,Chinese
305776,Chinese
305776,Thai
18355106,Lebanese
308274,IceCream
308274,Desserts
3538,IceCream
3538,Desserts
18420450,Bakery
18420450,Desserts
18420450,FastFood
306401,NorthIndian
306401,Mughlai
18257542,NorthIndian
18257542,StreetFood
9290,Chinese
9290,Thai
301499,Goan
18025103,Hyderabadi
18025103,NorthIndian
18025103,Biryani
18424627,NorthIndian
18424627,Mughlai
18403465,NorthIndian
18372668,FastFood
18372668,NorthIndian
18224536,NorthIndian
18224536,Rajasthani
18224536,Asian
18128902,Bakery
18138454,Bakery
4602,NorthIndian
4602,Chinese
18341082,Bengali
18341082,FastFood
18382055,NorthIndian
18382055,FastFood
18391189,Bakery
311837,HealthyFood
311837,NorthIndian
311837,Italian
311837,Salad
254,Italian
254,Pizza
254,FastFood
308113,NorthIndian
18365890,Biryani
18354631,FastFood
18336214,NorthIndian
18336214,Mughlai
18336214,Chinese
18265365,Cafe
18265365,FastFood
18363405,SouthIndian
18363405,Desserts
18363405,Beverages
18322661,Bakery
18261725,Mughlai
18261725,Biryani
18157408,NorthIndian
18429378,Pizza
18429378,FastFood
18439519,Goan
18439519,American
18439519,Portuguese
18433295,NorthIndian
18433295,Mughlai
18433295,Chinese
18391171,NorthIndian
18391171,Chinese
18400489,Rajasthani
18411599,FastFood
18411599,NorthIndian
18265082,Desserts
313275,Chinese
18343001,Cafe
18377905,NorthIndian
18377905,Mughlai
18406140,HealthyFood
18406140,Continental
18406140,Juices
18406140,Beverages
18406140,Italian
18406140,Salad
18406140,Lebanese
18472606,Cafe
18472606,Pizza
18472606,Burger
18451577,Continental
312540,SouthIndian
18386419,Bakery
18412886,NorthIndian
18412886,FastFood
18421029,NorthIndian
18421029,Chinese
18332044,Biryani
18306553,NorthIndian
309451,NorthIndian
18203171,Italian
18203171,FastFood
312570,StreetFood
18273621,FastFood
305919,American
305919,FastFood
305919,Salad
305919,HealthyFood
304520,NorthIndian
304520,Mughlai
304520,Chinese
18292458,SouthIndian
18292458,Kerala
4215,Bakery
18360143,American
18360143,FastFood
18423890,NorthIndian
18423890,Mughlai
312555,StreetFood
312555,FastFood
18420454,Asian
3961,Continental
3961,NorthIndian
3288,FingerFood
7231,Mughlai
7231,Lucknowi
7231,Awadhi
18291211,Mughlai
18291211,Lucknowi
18291211,Awadhi
5768,Chinese
5768,NorthIndian
5768,Continental
5768,Mexican
304276,NorthIndian
304276,SouthIndian
304279,Japanese
5717,FingerFood
7496,NorthIndian
7496,Continental
7496,Chinese
309377,NorthIndian
309377,Mughlai
5042,Japanese
5042,Chinese
5042,Thai
5044,Italian
5046,NorthIndian
5046,Asian
310700,Chinese
310699,Continental
2711,FingerFood
2710,Japanese
18285736,Bakery
18285736,Desserts
18285736,FastFood
18291200,Japanese
18291200,Thai
18291200,Italian
18291200,Asian
18291198,Italian
18291198,Burger
18291198,CharcoalGrill
18446404,Bakery
18446404,Desserts
6690,Cafe
306032,NorthIndian
306032,Chinese
306032,FastFood
18216898,NorthIndian
310487,Desserts
18352277,NorthIndian
18352277,Mughlai
4185,NorthIndian
4185,Chinese
18374686,Chinese
18374686,Continental
18374686,NorthIndian
310870,NorthIndian
310870,Chinese
18435802,Continental
18435802,HealthyFood
311788,NorthIndian
311788,FastFood
312301,Cafe
18175242,Bakery
18350142,FastFood
18463967,NorthIndian
18463954,NorthIndian
18463969,NorthIndian
18350144,NorthIndian
18350144,SouthIndian
18350144,Chinese
18466414,Cafe
18332976,Bakery
18332976,Desserts
18412860,Cafe
18412860,Tea
18391133,NorthIndian
18311952,Cafe
18350138,NorthIndian
313078,Pizza
313078,FastFood
18265716,NorthIndian
18265716,Chinese
18265716,SouthIndian
18382370,NorthIndian
18382370,Chinese
18382370,Italian
18421451,NorthIndian
18427204,NorthIndian
18352171,NorthIndian
18458633,Mughlai
18458633,Biryani
18306504,NorthIndian
18306504,Chinese
18306504,SouthIndian
18458319,NorthIndian
18463955,StreetFood
18463955,NorthIndian
18337883,Cafe
18391145,NorthIndian
18277216,NorthIndian
312592,Cafe
9273,Burger
9273,Desserts
9273,FastFood
309134,NorthIndian
18458638,FastFood
18337882,Cafe
18237342,NorthIndian
18237342,FastFood
18383550,Cafe
18383550,Bakery
302243,Cafe
18294576,Cafe
18294576,FastFood
18294576,StreetFood
18233603,Chinese
304182,Burger
304182,Desserts
304182,FastFood
18396424,SouthIndian
9967,FastFood
9967,Burger
18350125,FastFood
18350125,StreetFood
302248,HealthyFood
302248,FastFood
302248,Salad
310531,American
310531,FastFood
310531,Salad
310531,HealthyFood
312708,Cafe
18175288,StreetFood
18124368,NorthIndian
18371415,Desserts
18371415,Bakery
305687,Cafe
305687,Tea
309642,Bakery
309642,Desserts
309642,FastFood
18273546,FastFood
18349911,Chinese
18349911,Asian
18349911,Thai
300652,Chinese
300652,Thai
300652,Asian
302239,FastFood
302239,Pizza
18458317,Bakery
18237348,SouthIndian
18311959,IceCream
18311959,Desserts
309308,Tea
309308,FastFood
301559,NorthIndian
301559,Mediterranean
301559,European
301559,Asian
301559,Chinese
301559,Pizza
301562,Thai
301562,Asian
311480,NorthIndian
311480,Chinese
303866,Mithai
303866,Bakery
303866,StreetFood
4188,Chinese
4188,NorthIndian
311844,Chinese
311844,FastFood
308681,Chinese
2817,Bakery
2817,Desserts
5927,Mithai
301734,Bakery
301734,Desserts
309851,Chinese
309851,Assamese
300097,StreetFood
18466966,NorthIndian
18466966,Chinese
306524,FastFood
1453,NorthIndian
1451,Mithai
1451,StreetFood
1451,SouthIndian
1451,Chinese
1451,NorthIndian
300082,NorthIndian
313479,NorthIndian
9122,Mithai
9122,StreetFood
3559,Bakery
3559,Desserts
18265678,Burger
18265678,FastFood
2165,Chinese
2165,Thai
6769,Bakery
6769,FastFood
18441791,Mithai
18441791,StreetFood
1454,NorthIndian
1454,Chinese
6775,NorthIndian
306043,Continental
306043,NorthIndian
2100712,Cafe
2100712,Italian
2100478,NorthIndian
2100478,Continental
2100478,Italian
2100478,Chinese
18384506,Cafe
2100108,Cafe
2100921,Continental
2100921,European
2100565,Chinese
2100565,Thai
2100870,Chinese
2100870,Thai
2100870,Japanese
2100870,Asian
2100861,NorthIndian
2100861,Continental
18381932,Cafe
18381932,NorthIndian
18381932,Italian
18397909,Cafe
18397909,Continental
18397909,Chinese
2100702,NorthIndian
2100101,Chinese
2100322,Chinese
2100322,NorthIndian
2100784,Cafe
2100784,American
2100784,Italian
2100784,Continental
2100849,Continental
2100849,Juices
2100849,Cafe
2100849,Desserts
2100849,Salad
2100849,Italian
18480196,Asian
18480196,Chinese
18480196,Tibetan
2100719,Cafe
2100719,Continental
2100676,Chinese
2100074,Continental
2100074,FastFood
2100074,Chinese
2100074,CharcoalGrill
2100074,Mexican
18224282,Continental
18224282,NorthIndian
18224282,Chinese
18224282,Arabian
18224282,Thai
2100776,Continental
2100776,Chinese
90744,Mughlai
90744,NorthIndian
90744,Chinese
18452864,European
18452864,Mediterranean
18452864,NorthIndian
97824,Mexican
97824,American
97824,Tex-Mex
97824,Burger
18443506,Seafood
18443506,Continental
18443506,Goan
18443506,Asian
18443506,Andhra
90847,Mexican
90847,American
90847,Tex-Mex
90847,Burger
18280329,NorthIndian
18280329,SouthIndian
18280329,Chinese
96626,NorthIndian
96626,Japanese
96626,Italian
94286,European
94286,Mediterranean
94286,NorthIndian
96776,Bakery
96776,Desserts
18418733,Continental
18418733,Asian
18418730,NorthIndian
18418730,Continental
18418730,Italian
93766,Mediterranean
93766,Italian
93766,European
18356469,Italian
18356469,Continental
18356469,Chinese
97503,NorthIndian
97503,Andhra
97503,Chettinad
97503,Bengali
97503,Mughlai
97503,Chinese
92577,Cafe
92577,Continental
92577,NorthIndian
92577,Chinese
18307251,Desserts
18307251,Cafe
18307251,Mexican
18313013,NorthIndian
18313013,Chinese
18312984,Hyderabadi
18312984,Awadhi
1401756,NorthIndian
1401756,Chinese
1401756,Continental
1401756,Mediterranean
1401756,Asian
1400544,NorthIndian
1400544,Chinese
18254231,NorthIndian
18254231,Chinese
18254231,SouthIndian
1402314,Italian
1402314,Continental
1400466,Cafe
1400466,FastFood
1400466,Italian
1400466,Mexican
1401934,Greek
1401934,Lebanese
1401548,NorthIndian
1401548,Chinese
1400460,Cafe
1400460,Lebanese
1400460,Italian
1400056,NorthIndian
1400056,Mughlai
1400169,NorthIndian
1400169,Continental
1400169,Mexican
1400169,Italian
1400186,NorthIndian
1400186,Chinese
1400186,Italian
1402335,Mexican
1402335,Italian
1400555,Cafe
1400555,Italian
1400555,Mexican
1400555,Chinese
1401948,Cafe
1401948,FastFood
18395137,Cafe
18395137,Bakery
1400121,NorthIndian
1400121,Chinese
1402028,Bakery
1402028,Cafe
1402028,FastFood
1401857,NorthIndian
1401857,Mughlai
1401857,Seafood
1402089,Cafe
1402089,FastFood
1402050,Cafe
1402050,Continental
1402050,Italian
1402050,StreetFood
101212,Cafe
101212,FastFood
101212,StreetFood
101834,NorthIndian
101834,European
101834,Continental
101834,FingerFood
101884,Italian
101884,Chinese
101884,Mexican
101884,Thai
101884,NorthIndian
102813,Cafe
102813,Italian
102813,Continental
101259,Italian
101259,Continental
101259,Mexican
101259,Cafe
101259,Bakery
103065,Continental
103065,Italian
103065,NorthIndian
103065,Lebanese
103065,Thai
100080,Rajasthani
103147,ModernIndian
103147,Asian
101311,Cafe
101311,Italian
101311,Japanese
101311,Continental
100305,Continental
100305,Mexican
100305,Beverages
100305,Desserts
100305,NorthIndian
100305,Chinese
100305,Rajasthani
102215,NorthIndian
102215,Chinese
102215,Continental
102215,Rajasthani
102216,Chinese
102216,Asian
18209498,Italian
18209498,Bakery
18209498,Continental
103019,Cafe
103019,Mexican
103019,Italian
103019,NorthIndian
103019,FastFood
103090,Continental
102531,Cafe
102531,Mexican
102531,Italian
102531,Continental
100306,NorthIndian
100306,Continental
100306,Chinese
100306,Italian
100306,Mexican
18454586,NorthIndian
18454586,Continental
18454586,Chinese
18454586,Mexican
18454586,Italian
18454586,Desserts
102504,Cafe
102504,FastFood
102504,NorthIndian
102867,Continental
102867,Mexican
102867,NorthIndian
102867,Chinese
2300061,Chinese
2300061,FastFood
2300483,NorthIndian
2300483,Continental
2300483,Asian
2300065,NorthIndian
18377936,FingerFood
18377936,NorthIndian
18377936,Continental
18377936,Italian
18377936,Mediterranean
2300188,NorthIndian
2300188,Chinese
18407105,Cafe
18407105,Italian
2300497,Indian
2300497,Chinese
2300497,Continental
2300183,Bakery
2300183,Desserts
2300183,FastFood
2300476,Desserts
2300476,FastFood
2300018,NorthIndian
2300018,FastFood
18312106,Cafe
18312106,Continental
18312106,Desserts
18312106,IceCream
18312106,Italian
18312106,Beverages
2300042,Chinese
2300048,NorthIndian
2300058,NorthIndian
2300058,Mexican
2300058,Italian
2300162,Bakery
2300162,FastFood
2300003,Chinese
2300003,NorthIndian
2300003,Continental
2300176,FastFood
2300187,NorthIndian
2300187,Chinese
2300009,Chinese
2300009,Italian
2300009,FastFood
18391601,NorthIndian
18391601,Mughlai
18391601,Lebanese
18391601,Arabian
18391601,Mediterranean
900682,Seafood
95361,Kerala
95421,Kerala
95256,European
95256,Cafe
95286,NorthIndian
95286,Kerala
95286,Chinese
95286,Continental
900969,European
900969,NorthIndian
900969,Mediterranean
900969,American
95333,Chinese
95333,Continental
900547,FastFood
900547,Biryani
901089,Chinese
901089,Thai
901089,NorthIndian
901089,SouthIndian
901035,Kerala
901035,FastFood
900561,Cafe
900524,Cafe
900524,Continental
900524,Italian
900800,Cafe
900800,Continental
900800,Italian
95304,Cafe
95304,Bakery
95304,Desserts
900533,Kerala
900533,SouthIndian
900533,Continental
900533,NorthIndian
900533,Seafood
900533,Chinese
901004,Chinese
901004,Seafood
901004,NorthIndian
901004,Biryani
900111,Kerala
900111,SouthIndian
900111,Chinese
900111,Biryani
95331,Italian
95331,Seafood
95331,Mediterranean
95331,Desserts
95331,Cafe
900032,Continental
900032,Cafe
900032,Desserts
900032,Bakery
900282,Kerala
900282,SouthIndian
18217475,Asian
18217475,Chinese
18249144,Italian
18249144,Mexican
18249144,American
18249144,Mediterranean
18017612,Continental
18017612,MiddleEastern
18017612,Asian
18377112,Chinese
18377112,Cafe
18377112,NorthIndian
18377112,Desserts
20002,Bengali
18343731,NorthIndian
18343731,Chinese
18343731,StreetFood
25664,NorthIndian
25664,Chinese
25664,Mexican
25664,Italian
25587,Tex-Mex
25587,American
24530,Seafood
24530,Chinese
20747,Biryani
20747,NorthIndian
20747,Chinese
20747,Mughlai
21220,NorthIndian
21220,Continental
25570,NorthIndian
25570,Chinese
20350,Continental
20350,Italian
20350,NorthIndian
20870,Chinese
20870,NorthIndian
20404,Continental
20404,NorthIndian
24286,European
24286,American
20842,NorthIndian
20842,Chinese
18259462,Continental
18259462,Seafood
18259462,NorthIndian
18259462,Asian
24452,NorthIndian
18017615,Cafe
18017615,Chinese
18017615,Continental
800468,Mughlai
800468,Lucknowi
801675,Desserts
801675,IceCream
801690,Cafe
801690,Italian
801690,Continental
801684,Cafe
801684,Continental
801684,Chinese
18296995,Cafe
18296995,FastFood
800237,Continental
800237,NorthIndian
800237,Asian
800273,NorthIndian
800273,Continental
18375866,Cafe
18375866,Italian
801170,NorthIndian
801170,Chinese
801170,Mughlai
801636,Cafe
801636,Italian
801636,Desserts
18385021,European
801640,Mediterranean
801640,Italian
801640,American
801269,Italian
801269,American
801269,Lebanese
801693,Cafe
801693,Chinese
801693,Thai
801693,NorthIndian
801693,Continental
800483,Mughlai
800891,Cafe
800891,Bakery
800326,NorthIndian
800326,Mughlai
800326,Chinese
800326,Continental
801384,NorthIndian
801384,Continental
801384,SouthIndian
801384,Chinese
801384,Thai
801384,Asian
800089,NorthIndian
801247,NorthIndian
801247,Mughlai
801247,Chinese
800576,Cafe
800576,FastFood
15239,NorthIndian
15239,Chinese
15239,FastFood
18444271,NorthIndian
18444271,Chinese
18444271,Continental
15005,NorthIndian
15005,Chinese
15221,NorthIndian
15221,Chinese
15221,SouthIndian
15221,FastFood
15292,Italian
15292,Continental
15292,NorthIndian
15292,Cafe
15309,Cafe
18400368,NorthIndian
18400368,Mughlai
15132,Italian
15132,Continental
15132,Mexican
15132,Lebanese
15705,Mediterranean
15705,Chinese
15705,Continental
15078,Pizza
15078,FastFood
15104,Portuguese
15104,African
15774,Cafe
15774,Continental
15774,Italian
15774,Bakery
15008,Continental
15008,Chinese
15008,Italian
15008,Bakery
15321,Mughlai
15321,NorthIndian
15321,Chinese
15368,NorthIndian
15368,Chinese
15368,Continental
15853,NorthIndian
15853,Chinese
15853,Continental
15497,Cafe
15497,Bakery
15497,Desserts
15091,NorthIndian
15091,Mughlai
15777,European
15777,Chinese
15717,NorthIndian
15717,Continental
3100446,Cafe
3100159,Desserts
3100159,Bakery
3100010,American
3100010,Italian
3100145,Chinese
3100145,Mangalorean
3100013,Chinese
3100143,Continental
3100143,American
3100033,FingerFood
3100033,Continental
3100033,NorthIndian
3100153,SouthIndian
3100153,NorthIndian
3100142,Seafood
3100030,NorthIndian
3100030,Mughlai
18237384,Cafe
18237384,Continental
3100008,Seafood
3100008,NorthIndian
3100148,Pizza
3100148,Italian
3100044,Chinese
3100044,Continental
3100044,NorthIndian
3100044,Mughlai
3100441,NorthIndian
3100441,Chinese
3100302,Seafood
3100422,NorthIndian
3100422,Mughlai
3100422,Chinese
3100422,Mangalorean
3100014,Continental
3100448,NorthIndian
3100448,Italian
3100448,FingerFood
3100017,SouthIndian
3100017,NorthIndian
3100017,Chinese
18424018,Continental
18424018,NorthIndian
35217,Pizza
18447068,Asian
18458563,HealthyFood
18458563,American
18458563,Burger
18458563,Salad
18075122,NorthIndian
18075122,Italian
18075122,Chinese
18075122,Mexican
18233317,FastFood
18233317,Beverages
18233317,Desserts
18237753,Cafe
18237753,Italian
18237753,Desserts
18237753,FastFood
18237753,Chinese
18237753,Tea
18388642,Continental
18388642,Italian
18463285,Cafe
18463285,Continental
18463285,NorthIndian
18463285,Italian
18463285,Chinese
18463285,Bakery
18463285,Desserts
18463285,FingerFood
16527711,Bakery
16527711,Desserts
16527711,Cafe
18313566,ModernIndian
49003,NorthIndian
18441580,Cafe
18441580,Italian
18441580,Desserts
18441580,FastFood
18441580,Chinese
18441580,Tea
34757,Pizza
18408295,American
18408295,Burger
18408295,FastFood
18216876,Italian
18216876,Continental
18216876,Mexican
18216876,Japanese
18216876,American
18216876,British
17806994,NorthIndian
17806994,SouthIndian
17806994,Mughlai
18435740,NorthIndian
18435740,Chinese
18435740,Thai
18318116,StreetFood
18318116,Burger
18318116,Desserts
18318116,Italian
18318116,Pizza
18318116,NorthIndian
18318116,European
18318116,FingerFood
18270976,Cafe
18270976,Italian
18270976,Desserts
18270976,FastFood
18270976,Chinese
18270976,Tea
49486,Cafe
49486,Italian
49486,Desserts
49486,FastFood
49486,Chinese
49486,Tea
3600252,Andhra
3600265,NorthIndian
3600265,Chinese
3600265,Italian
3600375,Italian
3600015,SouthIndian
3600012,NorthIndian
3600012,Andhra
3600012,Mughlai
3600013,NorthIndian
3600013,Chinese
3600013,SouthIndian
3600071,Italian
3600071,NorthIndian
3600071,SouthIndian
3600192,Continental
3600192,NorthIndian
3600192,SouthIndian
3600119,NorthIndian
3600119,Chinese
3600352,NorthIndian
3600352,European
3600352,Mediterranean
3600009,Pizza
3600009,Italian
3600361,NorthIndian
3600148,NorthIndian
3600148,Continental
3600148,Chinese
3600436,Continental
3600436,Chinese
3600436,NorthIndian
3600008,NorthIndian
3600008,Chinese
3600008,SouthIndian
3600354,Cafe
3600354,Continental
3600354,European
3600354,Beverages
3600285,Continental
3600285,SouthIndian
3600072,Chinese
3600072,Thai
3600022,NorthIndian
3600022,Asian
3600022,Continental
3600014,FingerFood
3301308,FastFood
3300780,Cafe
3301236,Continental
3301236,FastFood
3301236,Tea
3300369,NorthIndian
3300369,Chinese
3301013,NorthIndian
3301013,Mughlai
3300741,Cafe
3300741,Chinese
3300741,FastFood
3300741,Italian
3300138,FastFood
3300138,Chinese
3300949,Cafe
3300065,Continental
3300065,NorthIndian
3300065,Thai
3300065,Chinese
3300416,Cafe
3301169,Cafe
3301169,FastFood
3300061,Cafe
3300061,Continental
3300107,NorthIndian
3300107,Italian
3300107,Continental
3300058,Cafe
3300057,Chinese
3300057,Continental
3300057,NorthIndian
3300041,NorthIndian
3300041,Chinese
3300041,Continental
3300958,NorthIndian
3300958,European
3300958,Mediterranean
3300707,American
3300707,FastFood
3300070,Seafood
3300070,Chinese
3300070,Thai
3301035,Chinese
1600227,Maharashtrian
1600280,NorthIndian
1600280,Maharashtrian
1600169,NorthIndian
1600109,NorthIndian
1600108,Cafe
1600108,Desserts
1600258,NorthIndian
1600258,European
1600258,Mediterranean
1600258,Asian
1600252,Cafe
1600007,NorthIndian
1600007,Chinese
1600007,FastFood
1600053,Chinese
1600326,Cafe
1600307,NorthIndian
1600219,FastFood
1600067,Mughlai
1600039,NorthIndian
1600039,Chinese
1600029,NorthIndian
1600292,Italian
1600298,NorthIndian
1600095,Malwani
1600095,NorthIndian
1600095,Chinese
1600095,Seafood
1600205,Maharashtrian
1600212,NorthIndian
1600212,Chinese
1600212,Continental
18287358,CuisineVaries
18216944,FastFood
313333,NorthIndian
313333,Seafood
313333,Continental
18384127,SouthIndian
18384127,NorthIndian
582,SouthIndian
582,NorthIndian
582,Chinese
18414465,Mughlai
304243,FastFood
3554,SouthIndian
18369872,Pizza
948,NorthIndian
948,Chinese
2853,Chinese
2853,NorthIndian
18433900,Mediterranean
18433900,Italian
18425159,Continental
18425159,Seafood
18425159,Goan
18425159,Andhra
18425159,Kerala
18425159,Thai
310958,Parsi
18334443,FingerFood
18255141,NorthIndian
18255141,Mughlai
197,Pizza
197,FastFood
308235,NorthIndian
308235,Chinese
308235,Continental
18258757,FastFood
18258757,Italian
18258757,Pizza
307383,NorthIndian
307383,Continental
307383,Chinese
18386746,Continental
18386746,NorthIndian
18386746,FastFood
18386746,StreetFood
18386746,SouthIndian
18337885,Cafe
310491,NorthIndian
310491,Chinese
18337789,StreetFood
18337789,Mithai
18222573,NorthIndian
18222573,Chinese
3370,StreetFood
3370,SouthIndian
3370,Mithai
307439,NorthIndian
307439,Chinese
1078,Italian
1078,Pizza
1078,FastFood
9340,Bakery
9340,FastFood
306761,NorthIndian
306761,FastFood
7580,Mithai
7580,NorthIndian
7580,SouthIndian
7580,StreetFood
7584,Mithai
7584,StreetFood
7582,Cafe
18351495,Bakery
7594,Mithai
7594,NorthIndian
7594,SouthIndian
7594,StreetFood
7583,FastFood
7610,RawMeats
7610,NorthIndian
7610,FastFood
18412603,Chinese
18412603,NorthIndian
18412603,Italian
18412603,Mughlai
7639,Chinese
18441545,Chinese
18441545,Thai
9971,NorthIndian
9971,Mughlai
18451572,StreetFood
18451572,FastFood
18451572,Beverages
7593,Chinese
301440,Bakery
301440,FastFood
7585,Desserts
7585,IceCream
306531,NorthIndian
18354658,NorthIndian
18337782,NorthIndian
18337782,SouthIndian
18337782,Chinese
18258759,Bakery
18258759,Desserts
18057805,NorthIndian
18057805,Biryani
3428,Bengali
18425771,IceCream
18425771,Desserts
18304836,Chinese
18304836,Mughlai
18304836,NorthIndian
18311951,IceCream
18401128,RawMeats
18401128,FastFood
18354667,SouthIndian
18354667,NorthIndian
18354667,Chinese
18431379,Chinese
18431379,NorthIndian
18431379,Mughlai
18431379,Pizza
18311953,NorthIndian
18361522,FastFood
18361522,NorthIndian
18425780,Mughlai
18489513,NorthIndian
306795,SouthIndian
306795,NorthIndian
306795,Chinese
7249,Turkish
7246,Pizza
7246,Italian
310723,Burger
310723,FastFood
7253,Asian
7253,Chinese
18180041,American
18434414,Continental
18434414,Chinese
18434414,NorthIndian
4905,Chinese
4905,Japanese
4905,Thai
4905,Malaysian
4905,Vietnamese
4905,Asian
18421232,NorthIndian
18421232,SouthIndian
7228,NorthIndian
7228,StreetFood
7228,Mughlai
7068,Cafe
7068,Desserts
302152,Cafe
312300,Seafood
312300,SouthIndian
312300,Andhra
312300,Hyderabadi
312300,Goan
5565,Chinese
5565,FastFood
5565,NorthIndian
5565,SouthIndian
307113,Italian
307113,Continental
307113,Cafe
6258,FastFood
6258,NorthIndian
6258,Chinese
6258,Desserts
6094,Chinese
6094,FastFood
304592,StreetFood
18421481,SouthIndian
310874,FastFood
18313972,Bakery
18313972,Desserts
18128860,NorthIndian
18128860,Chinese
310877,FastFood
304687,Chinese
304687,FastFood
312444,IceCream
312444,Desserts
18337975,Cafe
18337975,NorthIndian
18337975,FastFood
18124373,Chinese
18124373,SouthIndian
305913,FastFood
310447,Chinese
310858,FastFood
18332083,FastFood
18332083,NorthIndian
18332083,Chinese
18361241,Mughlai
18361241,NorthIndian
305630,FastFood
18034049,HealthyFood
6092,Chinese
6092,NorthIndian
6092,Italian
18124361,Bakery
18124361,Desserts
18124361,FastFood
18124361,Pizza
18124361,Burger
18124361,Continental
6088,StreetFood
18394366,NorthIndian
18394366,Chinese
18394366,SouthIndian
18394366,FastFood
18354639,NorthIndian
18354639,Chinese
311657,Bakery
311657,Desserts
18350112,Desserts
18350112,Bakery
18350112,Pizza
18350112,Burger
18350112,Continental
18377924,Cafe
18377924,Bakery
18428216,Bakery
18428216,Desserts
18428216,FastFood
18428216,Mithai
18421050,FastFood
18421050,Beverages
18377887,Cafe
18421693,Bakery
18418263,Bakery
18421457,StreetFood
18421463,Bakery
18268361,Chinese
18268361,SouthIndian
18268361,NorthIndian
18445804,Chinese
18445804,FastFood
18347812,Cafe
18347812,Bakery
18377920,SouthIndian
18377920,Chinese
311544,Bakery
311544,Desserts
18377915,Chinese
18421058,Italian
18421058,FastFood
18335692,Bakery
18429396,NorthIndian
18429396,European
179,FastFood
179,Burger
307843,Italian
307843,Pizza
307843,FastFood
18421042,Continental
18421042,Asian
18421042,NorthIndian
3295,Japanese
3295,Korean
18414499,Continental
18441775,Malaysian
18441775,Indonesian
18427565,Japanese
18427565,Asian
18395381,Continental
18395381,NorthIndian
18395381,Mughlai
18395381,Italian
310281,NorthIndian
310281,SouthIndian
310281,Chinese
310281,Mithai
310281,FastFood
18207831,Beverages
18207831,FastFood
5452,Pizza
5452,FastFood
18374418,FastFood
18258778,FastFood
6560,NorthIndian
6560,StreetFood
3322,NorthIndian
3322,SouthIndian
3322,Chinese
3322,FastFood
3322,Mithai
18249102,NorthIndian
18249102,Chinese
18241609,Bakery
8743,Bakery
5294,Chinese
5294,FastFood
4651,StreetFood
5315,NorthIndian
5315,Chinese
6577,NorthIndian
6577,Mughlai
6577,Chinese
309395,RawMeats
309395,FastFood
309395,NorthIndian
300784,Chinese
300784,FastFood
18430692,NorthIndian
18430692,Chinese
18430692,Mughlai
309503,NorthIndian
309503,Chinese
3326,NorthIndian
309384,Bakery
309384,Desserts
309384,FastFood
3079,NorthIndian
3079,Mughlai
303093,Bakery
303093,Desserts
303093,Chinese
303093,FastFood
309375,FastFood
309375,Chinese
309375,Bakery
18441672,Chinese
18446423,NorthIndian
18446423,Mughlai
18462588,NorthIndian
18462588,Mughlai
18462588,Chinese
18460330,FastFood
18460330,Chinese
18361739,Mithai
312338,RawMeats
312338,FastFood
18057828,RawMeats
18057828,FastFood
18361700,NorthIndian
18361700,Chinese
18383541,Beverages
18248970,Bakery
18248970,Chinese
18395538,Mithai
18395538,StreetFood
18446396,IceCream
18446396,Desserts
313193,FastFood
313193,Chinese
18457050,NorthIndian
18375413,NorthIndian
18458325,FastFood
5296,Mithai
310802,StreetFood
310802,Chinese
310802,NorthIndian
310802,Mithai
310777,Italian
310777,Pizza
310777,FastFood
309,SouthIndian
309,NorthIndian
309,Chinese
18390678,NorthIndian
18390678,Chinese
3329,NorthIndian
3329,Chinese
18216896,NorthIndian
18216896,Chinese
18216896,FastFood
307767,Chinese
307767,Italian
307767,NorthIndian
3332,Mithai
3332,StreetFood
980,NorthIndian
980,Chinese
18232098,NorthIndian
18232098,Mughlai
18232098,Chinese
18232098,Continental
6574,NorthIndian
2379,StreetFood
309390,NorthIndian
309390,Mughlai
309390,Chinese
309390,Italian
300809,NorthIndian
300809,Chinese
1192,NorthIndian
310803,NorthIndian
310803,Mughlai
18250797,Bakery
198,Pizza
198,FastFood
18449782,Pizza
18449782,FastFood
18449782,Chinese
18057820,NorthIndian
18057820,Mughlai
310215,Bakery
306841,Mughlai
306841,NorthIndian
18412952,NorthIndian
18412952,SouthIndian
18412952,StreetFood
18432191,NorthIndian
18432191,Mughlai
18375420,FastFood
18375420,Italian
18375420,Chinese
6286,NorthIndian
6286,SouthIndian
6286,Chinese
1914,NorthIndian
1914,SouthIndian
1914,Chinese
1914,StreetFood
1914,Mithai
18163907,Cafe
18344490,NorthIndian
18344490,FastFood
18412878,NorthIndian
18412878,FastFood
18294263,Bakery
18294263,Mithai
588,NorthIndian
588,SouthIndian
588,StreetFood
588,Mithai
7150,NorthIndian
7150,Chinese
18264634,NorthIndian
18264634,StreetFood
18264634,Chinese
18264634,SouthIndian
18264634,Mithai
301534,Bengali
301534,NorthIndian
301534,Chinese
8340,Bakery
8340,Desserts
8340,FastFood
18400739,NorthIndian
304954,FastFood
18400737,FastFood
18382583,Bakery
18382583,Desserts
18249122,Lebanese
