restaurantID,restaurantName,address,Average Cost for two,hasTableBooking,HasOnlineDelivery,isDeliveringNow,switchToOrderMenu,aggregateRating,votes
3100014,Sizzler's Ranch,Nehru Avenue Road- Behind City Corporation- Lalbagh- Mangalore,700,No,No,No,No,3.8,328
3100448,Spindrift,5th Floor- Bharath Mall- Lalbagh- Mangalore,700,No,No,No,No,3.9,156
3100017,Sagar Ratna,Hotel Ocean Pearl- KS Rao Road- Near PVS Circle- Kodailbail- Mangalore,500,No,No,No,No,3.7,175
18424018,The Shooters Cafe,SCO 654-Himalaya Marg Road- Sector 70- Mohali- Chandigarh,550,No,Yes,No,No,4.3,99
35217,Joey's Pizza,6 & 7- Upvan Building- Near Indian Oil Colony- DN Nagar- Azad Nagar- Mumbai,800,No,No,No,No,4,5145
18447068,Cafe Hydro,Esspee Tower- Rajendra Nagar- Dattapada Road- Borivali East- Mumbai,1000,No,No,No,No,4,156
18458563,The American Joint,The Ahcl Homes Tower- Chikuwadi New Link Road- Borivali West- Mumbai,850,Yes,No,No,No,3.4,170
18075122,The Fusion Kitchen,Shop 1- Opposite Veda Building- Near Bhavdevi Garage- Holy Cross Road- IC colony- Borivali West- Mumbai,1000,Yes,Yes,No,No,4.7,2083
18233317,145 Kala Ghoda,145- Kala Ghoda- Fort- Mumbai,1500,No,No,No,No,4.2,1606
18237753,Tea Villa Cafe,31- Opposite Globus- Hill Road- Bandra West,1000,Yes,Yes,No,No,4.1,2040
18388642,Grandmama's Cafe,Hotel Royal Garden- Ground Floor- Juhu Tara Road- Juhu- Mumbai,1100,No,No,No,No,3.8,617
18463285,Mumbai Vibe,Ganga Jamuna Block- 14th Road- Linking Road- Bandra West,1000,Yes,No,No,No,3.8,146
16527711,The Rolling Pin,12- Janta Industrial Estate- Senapat Bapat Road- Lower Parel- Mumbai,700,No,Yes,No,No,3.9,2076
18313566,Farzi Cafe,Kamala Mills- Near Radio Mirchi Office- Lower Parel- Mumbai,1500,No,No,No,No,4.3,1240
49003,SpiceKlub,8A- Janta Industrial Estate- Opposite Phoenix Mills- Senapati Bapat Road- Lower Parel- Mumbai,1500,No,Yes,No,No,4.2,3370
18441580,Tea Villa Cafe,Shop 1& 2- Y-Building- Flower Valley- Opposite Viviana Mall-Eastern Express Highway- Majiwada- Thane West,1000,Yes,No,No,No,3.9,317
34757,Joey's Pizza,Shop 1- Plot D- Samruddhi Complex- Chincholi Bunder Road- Mindspace- Malad West- Mumbai,800,No,Yes,No,No,4.5,2662
18408295,Stacks And Racks,Shop 1- Ganga Nivas- Opposite Toyota Showroom- Link Road- Malad West- Mumbai,500,No,No,No,No,4.6,413
18216876,The English Department Bar & Diner,Malad link Road- Near Inorbit Mall Junction- Malad West- Mumbai,1500,Yes,No,No,No,3.9,885
17806994,Mirchi And Mime,Transocean House- Lake Boulevard- Hiranandani Business Park- Powai- Mumbai,1500,No,No,No,No,4.9,3244
18435740,38 Degree East,Panchkutir- Pawarwardi- Adhishankracharya Marg- Opposite Powai Lake- JVLR-Powai- Mumbai,1000,Yes,No,No,No,3.8,181
18318116,R' ADDA,Ramee Guestline Hotel- 462- A B Nair Road- Juhu- Mumbai,1200,No,No,No,No,4,536
18270976,Tea Villa Cafe,28- Aaram Nagar 1- Opposite Dariya Mahal- Versova- Andheri West,1000,Yes,Yes,No,No,4.1,1295
49486,Tea Villa Cafe,Pardhy House- Opposite Jain Temple- Junction of MG Road and Hanuman Road- Vile Parle East- Mumbai,1000,Yes,Yes,No,No,3.6,1515
3600252,Hotel RRR Mysore,Gandhi Square- Chamrajpura- Mysore,290,No,No,No,No,3.4,139
3600265,Jalpaan Dining Saga,366- 2nd & 3rd Floor- Near Ramaswamy Circle- Chamaraja Mohalla- Chamrajpura- Mysore,900,No,No,No,No,3.7,172
3600375,The Old House,451- Jhansi Rani Lakshmi Bai Road- Chamrajpura- Mysore,800,No,No,No,No,3.9,264
3600015,Vinayaka Mylari,79- Nazarbad Main Road- Near Police Station- Doora- Mysore,300,No,No,No,No,4.2,392
3600012,Empire Restaurant,2820/1- 8th Cross- Kalidasa Road- Vani Vilas Mohalla- Gokulam- Mysore,500,No,No,No,No,3.7,393
3600013,Green Leaf,Opposite Reebok Showroom- Kalidasa Road- Vani Vilas Mohalla- Gokulam- Mysore,400,No,No,No,No,3.5,214
3600071,Pakva Lounge,Livin Corner- Temple Road- Vani Vilas Mohalla- Gokulam- Mysore,650,No,No,No,No,3.7,262
3600192,Spring - Radisson Blu Plaza,Radisson Blu Plaza- 1- MG Road- Ittige Gudu- Mysore,1700,No,No,No,No,3.8,162
3600119,Big Chicken,2902/1- Temple Road- Opposite Post Office- Vani Vilas Mohalla- Jayalakhsmipuram- Mysore,500,No,No,No,No,3.5,160
3600352,Barbeque Nation,Ground Floor- BM Habitat Mall- Gokulam Main Road- Jayalakhsmipuram- Mysore,1600,No,No,No,No,4,286
3600009,Pizza Hut,Opposite Loyal World Super Market- Temple Road- Vani Vilas Mohalla- Jayalakhsmipuram- Mysore,700,No,No,No,No,4,304
3600361,Tandooriwala,26- 1st Stage- KHB- Nrupathunga Road- Kuvempunagar- Mysore,700,No,No,No,No,3.5,127
3600148,Jungle The Restaurant,Pai Hotels- Bangalore Nilgiri Road- Opposite Suburban Bus Stand- Mysore- Doora- Mysore,1000,No,No,No,No,3.7,132
3600436,The Barge Restaurant,Plot 440A- Hebbal Industrial Area- Near Infosys Campus- Vijay Nagar- Mysore,1500,No,No,No,No,3.3,11
3600008,By The Way,Next to Bhartat Cancer Hospital- Opposite Infosys Circle Ring Road- Vijay Nagar- Mysore,650,No,No,No,No,3.6,190
3600354,Cafe Cornucopia,22nd Cross- 14th Main- 3rd Stage- Block C- Vijay Nagar- Mysore,700,No,No,No,No,3.6,140
3600285,Mezzaluna,First Floor- Kuvempu Trust Building- Near Chandrakala Hospital- New Kalidasa Road- Vijayanagar- Vijay Nagar- Mysore,650,No,No,No,No,3.8,249
3600072,Nanking,High Tension Double Road- Near Vidyavardhaka College- 2nd Stage- Vijay Nagar- Mysore,550,No,No,No,No,3.7,208
3600022,Oyster Bay,Kannada Parishath Road- 1st Stage- Vijay Nagar- Mysore,1000,No,No,No,No,3.6,270
3600014,Purple Haze,129-131- High Tension Double Road- Mahadeswara Badavane- 2nd Stage- Vijay Nagar- Mysore,1200,No,No,No,No,3.7,183
3301308,House of Caffeine,J 12- Besides Face & Figure Gym- WHC Road- Laxmi Nagar- Nagpur,500,No,No,No,No,3.3,27
3300780,Hide Out The Street Cafe,4- Plot No 54- Raghukul Building- Bajaj Nagar- Nagpur,250,No,No,No,No,3.8,73
3301236,Tapri The Chai Books Cafe,75- Abhyankar Nagar- Near Bajaj Nagar- Nagpur,250,No,No,No,No,3.9,26
3300369,Eat Street Express,Shraddhanandpeth Square- Opposite A-Square Building- Abhyankar Road- Near- Bajaj Nagar- Nagpur,500,No,Yes,No,No,4,103
3301013,Zaikart,Plot-17- Sneha Gayatri Nagar- IT Park- Gayatri Nagar- Near Bajaj Nagar- Nagpur,550,No,Yes,No,No,4.3,88
3300741,Cafe Zinea,56- Temple Road- Civil Lines- Nagpur,400,No,Yes,No,No,3.7,201
3300138,Checker's,23 to 25- VCA Complex- Civil Lines- Nagpur,550,No,Yes,No,No,4,185
3300949,The B.A.W.A,Opposite VCA Stadium- Civil Lines- Nagpur,600,No,Yes,No,No,4.2,164
3300065,FSB,B/9- Orange City Towers- Opposite Tilak Patrakar Bhavan- Dhantoli- Nagpur,1100,No,No,No,No,4.3,270
3300416,NESCafe Illusions,Oppsite Dharampeth High School- North Ambazari Road- Near ICICI Bank- Lad Apartment.- Dharampeth- Nagpur,350,No,No,No,No,3.9,140
3301169,Nineties,Opposite Traffice Park- Dharampeth- Nagpur,250,No,Yes,No,No,3.9,19
3300061,Mocha,202- Cement Road- Shankar Nagar- Dharampeth- Nagpur,750,No,Yes,No,No,4,284
3300107,The Zuree Urban Kitchen,8A- AD Complex- Mount Road- Mohan Nagar- Nagpur,1200,No,Yes,No,No,4.4,257
3300058,The Breakfast Story,Opposite Transmitting Station- Hingna Road- Jaitala- Pratap Nagar- Nagpur,600,No,No,No,No,4.5,520
3300057,Ten Downing Street Restaurant & Bar,5th Floor- Milestone Building- Wardha Road- Ramdaspeth- Nagpur,1000,No,No,No,No,4,306
3300041,Ashoka Restaurant,60- Sadar Bazar Main Road- Sadar- Nagpur,1300,No,Yes,No,No,4.2,275
3300958,Barbeque Nation,2nd Floor- Eternity Mall- Amravati Road- Sitabuldi- Nagpur,1600,No,No,No,No,4.9,226
3300707,KFC,G1-G2- Ground Floor- Eternity Mall- Variety Square- Amravati Road- Sitabuldi- Nagpur,550,No,Yes,No,No,2.2,147
3300070,Moksh The Restro Lounge,Panchshil Chowk- Sitabuldi- Nagpur,1000,No,No,No,No,4,100
3301035,Mainland China,Deepika Hospitalities Private Ltd- Plot 19- Wardha Road- Vivekanand Nagar- Nagpur,1000,No,No,No,No,3.8,45
1600227,Divtya Budhlya Wada Restaurant,Next to Dura Gas Pump- Gangapur Rd- Ganpati Nagar- Anand Wali Goan- Nashik,400,No,No,No,No,3.8,76
1600280,Spice Route,Gangapur Road- Navasha Ganpati- Sector C- Near Union Bank- Anand Wali Goan- Nashik,1000,No,No,No,No,3.6,91
1600169,Veg Aroma,Opposite Durga Gas Pump- Gangapur Road- Anand Wali- Nashik- Anand Wali Goan- Nashik,600,No,No,No,No,3.6,125
1600109,Eastern Spice,Bon Vivant- Opposite Dongre Ground- College Road- Nashik,800,No,No,No,No,3.5,140
1600108,The Bake Studio,Bon Vivant- Opposite Dongre Ground- College Road- Nashik,400,No,No,No,No,3.6,86
1600258,Barbeque Nation,2nd Floor- City Centre Mall- Sambaji Chowk- Lawate Nagar- Banyan Square- Untwadi- Off Parijat Nagar- Parijat Nagar- Nashik,1500,No,No,No,No,3.8,117
1600252,Chai Tapri,Shop 2- Chandan Apartments- Model Colony- College Road- Nashik,150,No,No,No,No,3.4,86
1600007,Curry Leaves,Jehan Circle- Gangapur Road- College Road- Nashik,600,No,No,No,No,3.4,162
1600053,Enter The Dragon,4th Floor- Archit Arcade- Above Peter England- Near Big Bazar- College Road- Nashik,700,No,No,No,No,3.4,177
1600326,The Cafe Katta,Muktangan Apartment- Model Colony- College Road- Nashik,600,No,No,No,No,3.3,15
1600307,White X Sky Lounge,4th Floor- B Wing- Bosco Center- Prasad Circle- Gangapur Road- College Road- Nashik,800,No,No,No,No,3.4,24
1600219,12212,Shop 10- Ramrajya Building 7- Samarth Nagar- Next to Bhonsala Military school- College Road- Nashik,400,No,No,No,No,3.5,80
1600067,Al Arabian Express,Near Big Bazar- College Road- Nashik,500,No,No,No,No,3.7,162
1600039,RiverDine Restaurant & Bar,Opposite Asaram Bapu Ashram Bridge- Near Nandawan Lawns- Savarkar Nagar Extension- Off Gangapur Road- College Road- Nashik,500,No,No,No,No,3.5,166
1600029,Barbeque Ville,Karambelkar Tower- Mumbai Agra Road- Cidco- Near Dutta Tyres- Parijat Nagar- Nashik,1100,No,No,No,No,3.8,164
1600292,Little Italy,36/2- Govardhan Village- Off Gangapur-Savargaon Road- Satpur- Nashik,800,No,No,No,No,3,25
1600298,Soma at Sula,Survey 36/2- Govardhan- Off Gangapur-Ganghavare Road- Satpur- Nashik,1000,No,No,No,No,3.3,33
1600095,Hotel Radhakrishna,P-35- MIDC- Satpur- Nashik Behind ITI- Trimbak Road-,400,No,No,No,No,3.5,77
1600205,Sadhana Restaurant,Hardev Bagh- Near Someshwar- Motiwala College Road- Gangapur Road- Near Satpur- Nashik,100,No,No,No,No,3.9,218
1600212,House Of Flavours,SSK Solitaire- Ahilyabai Holkar Marg- Tidke Colony- Near Mumbai Naka- Satpur- Nashik,900,No,No,No,No,3.4,71
18287358,Food Cloud,Aaya Nagar- New Delhi,500,No,No,No,No,0,2
18216944,Burger.in,84- Near Honda Showroom- Adchini- New Delhi,350,No,Yes,No,No,3.2,46
313333,Days of the Raj,81/3- 1st Floor- Qutub Residency- Adchini- New Delhi,1500,Yes,Yes,No,No,3.4,45
18384127,Dilli Ka Dhaba,66 A- Ground Floor- Sri Aurobindo Marg- Adchini- New Delhi,500,No,No,No,No,2.6,11
582,Govardhan,84- Adjacent Hero Motor Bike Showroom- Main Mehrauli Road- Adchini- New Delhi,500,No,Yes,No,No,3.4,238
18414465,Mezbaan Grills,A- 96- Shri Aurbindo Marg- Adchini- New Delhi,400,No,No,No,No,3.1,8
304243,Say Cheese,88/3- Adchini- New Delhi,400,No,Yes,No,No,2.7,64
3554,Southy,88/4- Adchini- New Delhi,450,No,Yes,No,No,2.6,113
18369872,Monosoz,Sri Aurobindo Marg- Adchini- New Delhi,300,No,Yes,No,No,3.7,66
948,Waves,A-4- Sarvodaya Enclave- Adchini- New Delhi,1500,Yes,Yes,No,No,3.5,141
2853,Delhi Darbar,84- Main Road- Adchini- New Delhi,500,No,No,No,No,2.2,77
18433900,Chateau,84- Aurobindo Marg- Adchini- New Delhi,1600,Yes,No,No,No,4,40
18425159,Nariyal Cafe,A-4- 3rd Foor- Adchini- New Delhi,1200,Yes,No,No,No,4.2,46
310958,Rustom's Parsi Bhonu,94-A/B- Adchini- New Delhi,1500,Yes,Yes,No,No,4.2,665
18334443,BarShala,Aditya Mall- Next to Cross River Mall- CBD- Karkardooma- New Delhi,600,No,No,No,No,3.2,31
18255141,Chawlas 2,Shop SG 40- Aditya Mega Mall- Karkardooma- New Delhi,800,Yes,Yes,No,No,3.4,32
197,Domino's Pizza,15/16/16-A- Plot 9-D- Aditya Mega Mall- Karkardooma- New Delhi,700,No,No,No,No,2.8,83
308235,Sultanat,31-BC- Ground Floor- Aditya Mega Mall- Karkardooma- New Delhi,1000,Yes,Yes,No,No,3.7,288
18258757,Bella Italia,Ground Floor- MLCP- IGI Terminal 3- Aerocity- New Delhi,550,No,No,No,No,3.2,33
307383,Clever Fox Cafe,Red Fox Hotel- Asset 6- Aerocity Hospitality District- Near Aerocity- New Delhi,900,Yes,No,No,No,3.2,26
18386746,365 Naturals,Multilevel Car Parking- Terminal 3- Aerocity- New Delhi,600,No,No,No,No,0,2
18337885,Tpot,Basement- MLCP Parking- Terminal 3- Aerocity- New Delhi,800,No,No,No,No,0,0
310491,4 on 44 Restaurant & Bar,112- Aggarwal City Mall- Road 44- Near M2K Multiplex- Pitampura- New Delhi,1000,Yes,Yes,No,No,2.6,49
18337789,Rambhog,Shop 31- Aggarwal City Mall- Near Chunmun Store- Rani Bagh- Pitampura- New Delhi,200,No,No,No,No,3.3,13
18222573,Selfie Lounge Restro & Bar,214-215- 2nd Floor- Aggarwal City Mall- Pitampura- New Delhi,1500,Yes,Yes,No,No,3.2,64
3370,BTW,G-71 & G-87- Aggarwal City Plaza- Mangalam Palace- Rohini- New Delhi,400,No,No,No,No,3.4,167
307439,Chilli Pepper,G-89-90- Near M2K Cinemas- Aggarwal City Plaza- Rohini- New Delhi,900,Yes,Yes,No,No,3.3,99
1078,Pizza Hut,17- Mangalam Place- Aggarwal City Plaza- Rohini- New Delhi,1000,No,Yes,No,No,2.6,125
9340,Puri Bakers,G-97- Aggarwal City Plaza- Manglam Place- Rohini- New Delhi,300,No,No,No,No,3.7,124
306761,Jaiveer Naan & Chaap,Shop 95- Aggarwal City Plaza- Near M2K- Rohini- New Delhi,500,No,Yes,No,No,2.2,79
7580,Aggarwal's Sweets Paradise,G-3- H/1- Alaknanda Shopping Complex- Alaknanda- New Delhi,400,No,No,No,No,2.9,8
7584,Bikaner Sweets,A-1/G3- Pushpa Bhawan- Alaknanda Market- Alaknanda- New Delhi,200,No,No,No,No,3.3,20
7582,Cafe Coffee Day,Nilgiri Market- Opposite Nilgiri Appartments- Alaknanda- New Delhi,450,No,No,No,No,3.2,23
18351495,Cakeophony By Sonali,Alaknanda- New Delhi,400,No,No,No,No,3.4,19
7594,Chandra Sweets,A-8- Alaknanda Shopping Complex- Near Tara Apartment- Alaknanda- New Delhi,400,No,No,No,No,3,7
7583,Chhotu Mashhoor Kathi Roll,Near Mother Dairy- Alaknanda Market- Alaknanda- New Delhi,150,No,No,No,No,2.7,11
7610,Green Chick Chop,10 & 11- Narmada Market- Opposite Don Bosco School- Alaknanda- New Delhi,350,No,No,No,No,3.2,35
18412603,Lazeez Restaurant,J 15- Alaknanda Shopping Complex- Mini Market- Alaknanda- New Delhi,600,No,Yes,No,No,3,11
7639,Madhuvan Chinese Fast Food,Alaknanda Shopping Complex- Near Gangotri Complex Part B- Alaknanda- New Delhi,300,No,Yes,No,No,2.5,32
18441545,Mr Wong,Shop 4- Nilgiri Shopping Complex- Alaknanda- New Delhi,800,No,Yes,No,No,3.2,10
9971,Mughlai Shahi Rasoi,B-13- DDA Shopping Complex- Alaknanda- New Delhi,600,No,No,No,No,3.2,23
18451572,Mumbai Central Street Food,Shop 6- Narmada Market- Opposite Don Bosco School- Alaknanda- New Delhi,400,No,No,No,No,3.1,7
7593,Neha's Treat,Alaknanda Shopping Complex- Alaknanda- New Delhi,450,No,No,No,No,2.9,42
301440,New Bakers Shoppee,A-12- Alaknanda Shopping Complex- Opposite ICICI Bank- Alaknanda- New Delhi,200,No,No,No,No,3.2,21
7585,Pant Ice Cream Parlour,A-17- Alaknanda Market- Alaknanda- New Delhi,150,No,No,No,No,3.3,16
306531,PM 2 AM Food Bank,1st Floor- Alaknanda Market- Alaknanda- New Delhi,500,No,Yes,Yes,No,2.5,37
18354658,Punjabi Chaap Corner,Shop 6- GF- Plot 2- NRI Colony- Alaknanda- New Delhi,250,No,No,No,No,2.9,4
18337782,Sartaj Food Corner,J 3/21- DDA Flats- Opposite Alaknanda Market- Alaknanda- New Delhi,500,No,Yes,No,No,2.8,7
18258759,The Sugar Therapy,63-C- Pocket F- Gangotri Apartments- Alaknanda- New Delhi,450,No,No,No,No,3.4,22
18057805,Biryani Binge,Mandakini Enclave- Alaknanda- New Delhi,600,No,Yes,No,No,3.9,97
3428,City of Joy,2- 1st Floor- Aravali Shopping Complex- Alaknanda- New Delhi,800,No,No,No,No,3.9,452
18425771,Letz Roll,Narmada Shopping Complex- Opposite Don Bosco School- Alaknanda- New Delhi,250,No,No,No,No,3.6,14
18304836,Nukkad,Shop 14- Nilgiri Apartments- Alaknanda- New Delhi,650,No,Yes,No,No,3.6,82
18311951,#InstaFreeze,B-17- Alaknanda Shopping Complex- Alaknanda- New Delhi,300,No,No,No,No,0,2
18401128,Aahar Meat and Chicken Shop,F-6- Pushpa Bhawan- Alaknanda Shopping Complex- Alaknanda- New Delhi,400,No,No,No,No,0,0
18354667,Food Cafe,1-B- Mandakini Enclave- Near Gate 6- Opposite Kalka Public School- Alaknanda- New Delhi,350,No,No,No,No,0,0
18431379,Lazeez Restaurant,15- Opposite Union Bank of India- Main Road- Greater Kailash 4- Alaknanda- New Delhi,500,No,No,No,No,0,1
18311953,Lemon Chick,7 & 11- G-1- Raj Tower 1- Alaknanda Shopping Complex- Near Post Office- Alaknanda- New Delhi,500,No,Yes,No,No,0,2
18361522,Punjabi Chaap Corner,Shop 6- Ground Floor- Plot 2- NRI Colony- Greater Kailash 4- Alaknanda- New Delhi,400,No,No,No,No,0,0
18425780,Purani Dilli Foods,J-16- Mini Market- Alaknanda- New Delhi,600,No,No,No,No,0,1
18489513,Tandoori Kebab,356 Narmada- Alaknanda- New Delhi,400,No,No,No,No,0,0
306795,Shree Rathnam,D1- First Floor- Abhishek Tower- Alaknanda- New Delhi,800,No,Yes,No,No,2.4,31
7249,Alaturka,Food Court- 3rd Floor- Ambience Mall- Vasant Kunj- New Delhi,600,No,Yes,No,No,2.5,100
7246,Amici Gourmet Pizza,Food Court- 3rd Floor- Ambience Mall- Vasant Kunj- New Delhi,800,No,Yes,No,No,3.1,230
310723,Burger King,3rd Floor- Ambience Mall- Vasant Kunj- New Delhi,500,No,Yes,No,No,3.2,458
7253,Kylin Express,5- Food Court- 3rd Floor- Ambience Mall- Vasant Kunj- New Delhi,700,No,No,No,No,2.6,176
18180041,Big Fat Sandwich,Over Bridge- Ambience Mall- Vasant Kunj- New Delhi,800,Yes,Yes,No,No,3.5,232
18434414,Fashion Tv Cafe,T-319- Level 3- Ambience Mall- Vasant Kunj- New Delhi,2200,Yes,No,No,No,3.6,27
4905,Kylin Skybar,T-302- 3rd Floor- Ambience Mall- Vasant Kunj- New Delhi,2200,Yes,No,No,No,3.6,210
18421232,Lemon Drops,T 314 -15- Food Court- 3rd Floor- Ambience Mall- Vasant Kunj- New Delhi,500,No,No,No,No,3.9,44
7228,Punjabi By Nature Express,3rd Floor- Food Court- Ambience Mall- Vasant Kunj- New Delhi,600,No,No,No,No,3.5,206
7068,Red Mango,Level 2- Ambience Mall- Vasant Kunj- New Delhi,700,No,Yes,No,No,3.7,185
302152,Starbucks,1st Floor- Ambience Mall- Vasant Kunj- New Delhi,700,No,No,No,No,3.7,256
312300,Peninsular Kitchen,Level 3- Ambience Mall- Vasant Kunj- New Delhi,1500,Yes,Yes,No,No,4.2,336
5565,Mithapur,4 & 5- Anand Lok Market- Opposite Gargi College- Anand Lok- New Delhi,450,No,No,No,No,3.4,280
307113,Diggin,Anand Lok Shopping Centre- Opposite Gargi College- Anand Lok- New Delhi,1400,Yes,Yes,No,No,4.2,2131
6258,Aggarwal Sweet India,17- DDA Market- Savita Vihar- Anand Vihar- New Delhi,200,No,No,No,No,2.8,13
6094,Banzara's,8- A Block- Central Market- Surajmal Vihar- Anand Vihar- New Delhi,400,No,No,No,No,3.1,38
304592,Bobby Tikki Wala,G-1- Ajnara Tower- DDA Market- Plot Number 1- Savita Vihar- Near Anand Vihar- New Delhi,150,No,No,No,No,2.8,69
18421481,Chennai Junction,G-3- Pankaj Plaza- LSC- Surajmal Vihar- Anand Vihar- New Delhi,500,No,No,No,No,3.3,11
310874,Chicken Bite,G 3- Block A- Central Market- Surajmal Vihar- Anand Vihar- New Delhi,200,No,No,No,No,3.1,6
18313972,Chocolate Dreams,D-130- Anand Vihar- New Delhi,400,No,No,No,No,3,4
18128860,Dial n Dine,Shop 16- Ground Floor- DDA Market- Savita Vihar- Anand Vihar- New Delhi,650,No,No,No,No,3.4,80
310877,Fresh n Refresh,Shop 4- Kamal Complex- Central Market- Pocket A- Surajmal Vihar- Near Anand Vihar- New Delhi,500,No,No,No,No,3.4,24
304687,Garden Hut,Maharaja Surajmal Samadhi Park- Opposite C Block- Suraj Mal Vihar- Anand Vihar- New Delhi,250,No,No,No,No,3.1,13
312444,Giani,G-4- Pankaj Plaza- A Block- Local Shopping Centre- Surajmal Vihar- Anand Vihar- New Delhi,400,No,Yes,No,No,3.3,12
18337975,Jugnu Gaming Zone and Cafe,39- Opposite Bharat Petrol Pump- Near Yamuna Sports Complex- Anand Vihar- New Delhi,600,No,No,No,No,2.9,4
18124373,Keventer's South Indian & Chinese Food,Shop No 5- Chetan Complex- Anand Vihar- New Delhi,200,No,No,No,No,2.8,9
305913,KTS,Central Market- Surajmal Vihar- Anand Vihar- New Delhi,250,No,No,No,No,3.3,18
310447,Mandarin,G-7- Pankaj Plaza- Surajmal Vihar- Near- Anand Vihar- New Delhi,600,No,No,No,No,2.8,14
310858,Penguin Bakers & Shakers,G-6- Pankaj Plaza- Local Shopping Complex- Surajmal Vihar- Anand Vihar- New Delhi,400,No,No,No,No,2.8,9
18332083,Rollmates,G 4- Plot 10- LSC Market- Khetan Complex- Surajmal Vihar- Anand Vihar- New Delhi,200,No,No,No,No,3.2,16
18361241,Tandoori Nights,Plot 5- Sikka Mansion- Savita Vihar Market- Anand Vihar- New Delhi,650,No,No,No,No,3,5
305630,Burger Dominion,G-5- Pankaj Plaza- Ground Floor- A Block- Surajmal Vihar- Anand Vihar- New Delhi,500,No,Yes,No,No,3.6,251
18034049,Cafe Gainz,Shop G-7- Plot 4- LSC- Surajmal Vihar- Near- Anand Vihar- New Delhi,350,No,Yes,No,No,3.5,42
6092,Chaskaa,Kamal Complex- Local Shopping Centre- Surajmal Vihar- Anand Vihar- New Delhi,650,No,Yes,No,No,3.5,220
18124361,Fabulous Cake Bites,G-5- Ajnara Complex- Savita Vihar- Anand Vihar- New Delhi,400,No,Yes,No,No,3.6,34
6088,Hangout - A House Of Kathis,G-2- Ashish Complex- Surajmal Vihar Market- Anand Vihar- New Delhi,250,No,No,No,No,3.7,103
18394366,Malais By Anands,Shop 11- Ground Floor- LSC Complex- Savita Vihar- Anand Vihar- New Delhi,300,No,No,No,No,3.7,46
18354639,Panchwati Rasoi,LSC- Savita Vihar Market- Anand Vihar- New Delhi,250,No,No,No,No,3.8,62
311657,Sprinkles Cup & Cake,B-268- Yojna Vihar- Anand Vihar- New Delhi,300,No,No,No,No,3.6,42
18350112,Target Ice Cream & Bakers,Ground Floor- 4- Vigyan Vihar- Anand Vihar- New Delhi,350,No,Yes,No,No,3.6,58
18377924,The Sweeet Jar,A-276- Surajmal Vihar- Anand Vihar- New Delhi,1000,No,Yes,No,No,3.9,106
18428216,Amar Bakery,G-5 & 6- Krit Plaza LSC- Surajmal Vihar- Anand Vihar- New Delhi,500,No,No,No,No,0,0
18421050,Cafe Brewbug,Shop 4- Atlantic Plaza- Surajmal Vihar- Anand Vihar- New Delhi,350,No,No,No,No,0,1
18377887,Chilll House Kafe,F-201- A Block- Ashish Complex-2- Central Market- Surajmal Vihar- Anand Vihar- New Delhi,500,No,No,No,No,0,1
18421693,Cookie Shookie,165- Vigyan Vihar- Anand Vihar- New Delhi,100,No,No,No,No,0,0
18418263,Fabulous Cake,C3- Yojna Vihar Market- Anand Vihar- New Delhi,300,No,No,No,No,0,0
18421457,Jai Maa Shaarde Samose Wala,G 2 Sarita Vihar- Anand Vihar- New Delhi,100,No,No,No,No,0,0
18421463,Madaan Confectionery,Shop 17- C Block- Yojna Vihar- Anand Vihar- New Delhi,150,No,No,No,No,0,0
18268361,Magic Masala,Shop 567- Plot 8- LSC Market- Anand Vihar- New Delhi,500,No,No,No,No,0,1
18445804,Sikka Chinese Fast Food,A-134- Surajmal Vihar- Near Bharat National School- Anand Vihar- New Delhi,300,No,No,No,No,0,0
18347812,Teedo's Cake Inn,House 1- Dayanand Vihar- Anand Vihar- New Delhi,500,No,No,No,No,0,0
18377920,Thalaiva Cafe,Shop 6- Central Market- Surajmal Vihar- Anand Vihar- New Delhi,400,No,No,No,No,0,2
311544,The Cake Affairs,C-391- 1st Floor- Yojna Vihar- Near Anand Vihar- Anand Vihar- New Delhi,500,No,No,No,No,0,0
18377915,Tulsi Ram Chinese Hut,G 6- Plot 10- Chetan Complex- Central Market- Surajmal Vihar- Anand Vihar- New Delhi,200,No,No,No,No,0,0
18421058,V. K. Pasta,Shop 2- Chetan Complex- Surajmal Vihar- Anand Vihar- New Delhi,600,No,No,No,No,0,0
18335692,Xpert Bakers,Shop 22- D Block- DDA Market- Anand Vihar- New Delhi,250,No,No,No,No,0,0
18429396,Juniper Bar - Andaz Delhi,Andaz Delhi- Asset 1- Aerocity- New Delhi,1500,Yes,No,No,No,3,4
179,McDonald's,BG-02- Ansal Plaza Mall- Khel Gaon Marg- New Delhi,500,No,Yes,No,No,3.4,48
307843,Pizza Hut Delivery,B-05- Ground Floor- Ansal Plaza Mall- Khel Gaon Marg- New Delhi,800,No,Yes,No,No,3.2,51
18421042,The Arena,C Block- Ansal Plaza- Khel Gaon Marg- New Delhi,1600,Yes,No,No,No,3.4,19
3295,Restaurant De Seoul,3rd Floor- C Block- Ansal Plaza Mall- Near Siri Fort- Khel Gaon Marg- New Delhi,2500,Yes,No,No,No,3.6,59
18414499,Taksim,CG 01- Ansal Plaza Mall- Khel Gaon Marg- New Delhi,1500,Yes,No,No,No,3.9,188
18441775,Jom Jom Malay,BG 04- Ansal Plaza- Andrews Ganj- Khel Gaon Marg- New Delhi,1800,No,No,No,No,4.4,77
